customer_id,tenure_months,monthly_bill_rm,support_tickets_last_6m,avg_monthly_data_gb,late_payments_last_12m,contract_length_months,has_family_plan,uses_autopay,satisfaction_score,churned
C00494,47,115.83,3,196.8,6,1,0,0,6,0
C00495,25,79.03,0,259.2,2,36,1,0,2,0
C00496,17,128.18,3,272.7,2,6,0,1,1,0
C00497,51,306.09,0,393.6,6,24,1,0,4,0
C00498,9,224.0,5,61.3,3,36,0,1,8,1
C00499,47,112.02,0,341.6,1,36,0,1,9,0
C00500,65,142.45,0,241.2,2,6,1,1,2,0
C00501,46,222.12,0,335.7,0,36,1,0,10,1
C00502,44,125.6,8,335.4,3,12,0,0,2,1
C00503,20,169.2,3,418.1,3,24,1,0,3,1
C00504,5,246.48,8,289.5,3,6,1,0,8,1
C00505,69,312.21,0,276.2,0,12,1,1,4,0
C00506,38,309.0,4,244.5,4,1,1,0,2,1
C00507,13,187.18,8,378.0,2,6,0,0,3,1
C00508,30,109.4,4,190.9,7,1,0,0,8,1
C00509,8,126.15,8,98.8,5,36,1,1,3,0
C00510,20,127.47,4,342.6,6,24,0,1,10,0
C00511,9,97.28,8,225.9,4,36,0,0,8,0
C00512,67,118.07,7,40.3,0,12,0,0,2,0
C00513,54,127.83,0,40.7,0,36,1,1,5,0
C00514,43,255.6,1,138.1,3,12,1,0,8,1
C00515,20,103.65,0,200.4,0,24,1,1,10,0
C00516,20,270.23,0,255.9,0,24,1,1,6,0
C00517,68,229.68,7,332.1,4,36,1,0,6,1
C00518,6,223.04,2,140.1,1,36,0,1,5,0
C00519,37,243.09,5,383.7,1,24,0,1,10,0
C00520,26,204.25,2,417.3,4,6,1,0,10,1
C00521,43,134.92,8,339.8,4,24,0,1,4,1
C00522,57,106.39,4,345.2,3,36,0,1,1,0
C00523,18,204.04,3,251.7,2,6,1,0,8,0
C00524,43,91.61,8,153.6,7,24,0,1,4,1
C00525,16,207.94,8,90.7,4,24,1,0,9,1
C00526,12,116.38,5,63.9,0,36,1,1,2,0
C00527,41,46.33,0,303.3,2,1,0,1,10,0
C00528,61,72.9,5,6.2,2,1,1,0,7,0
C00529,50,229.94,5,72.0,2,6,0,0,8,0
C00530,42,257.58,5,200.3,0,6,1,0,5,1
C00531,22,121.3,5,170.4,6,24,1,0,8,1
C00532,57,265.45,5,290.4,7,6,0,1,7,1
C00533,61,132.47,5,80.6,5,12,0,0,1,1
C00534,44,143.84,7,398.8,3,12,0,0,9,0
C00535,10,203.7,0,12.9,0,6,0,1,7,0
C00536,72,96.69,4,243.7,1,1,1,1,6,0
C00537,58,231.54,3,144.6,3,6,1,0,3,1
C00538,25,319.38,4,278.5,0,1,0,1,2,1
C00539,71,114.35,7,29.0,3,1,0,0,9,0
C00540,65,177.52,7,237.2,1,36,0,0,7,0
C00541,50,165.22,5,235.6,2,36,1,0,8,0
C00542,61,60.43,3,106.7,4,1,0,1,8,0
C00543,15,183.35,6,145.3,6,36,0,1,5,0
C00544,23,199.9,1,77.9,3,24,1,0,4,0
C00545,70,303.78,6,228.5,7,1,0,1,1,1
C00546,21,250.47,0,328.2,1,12,1,1,8,0
C00547,64,48.32,1,120.4,7,36,0,0,4,0
C00548,69,114.38,2,390.4,0,24,1,1,8,0
C00549,17,153.24,8,404.0,2,1,0,0,3,1
C00550,50,84.68,1,259.4,1,12,1,0,1,0
C00551,38,285.8,2,369.4,4,12,0,0,2,0
C00552,52,215.57,5,240.3,6,24,1,1,1,1
C00553,45,156.2,0,19.6,2,6,0,1,10,0
C00554,40,227.22,4,288.6,1,24,1,1,8,0
C00555,13,46.42,3,375.9,2,1,0,1,8,0
C00556,38,148.35,3,326.9,3,6,1,0,8,0
C00557,58,256.76,5,151.9,2,24,1,1,5,0
C00558,52,288.47,5,329.1,7,12,1,0,5,1
C00559,23,85.4,6,388.5,6,36,0,0,10,0
C00560,16,162.74,6,42.9,6,24,0,0,1,1
C00561,9,244.11,1,358.3,1,12,1,1,9,0
C00562,7,88.66,8,34.4,2,12,1,1,2,1
C00563,34,237.46,4,234.6,3,1,1,1,9,0
C00564,67,119.64,7,136.0,5,1,1,1,4,1
C00565,11,241.11,5,151.1,7,1,0,0,3,1
C00566,59,59.21,4,319.0,2,6,0,1,6,0
C00567,72,214.6,6,32.4,4,6,0,0,5,0
C00568,60,229.08,1,409.7,4,24,1,0,1,1
C00569,64,264.17,1,268.7,0,36,1,1,4,0
C00570,14,116.42,4,387.4,6,36,0,0,7,1
C00571,35,314.97,2,256.4,6,12,0,1,1,0
C00572,61,190.9,0,234.4,1,6,1,1,5,0
C00573,53,297.95,7,137.3,4,6,0,0,2,1
C00574,62,301.5,8,169.6,4,12,1,1,8,1
C00575,1,52.67,8,314.4,7,24,1,0,1,1
C00576,40,259.69,8,133.2,6,1,1,1,7,1
C00577,36,237.6,6,59.8,7,24,1,1,10,0
C00578,28,160.27,8,323.6,0,24,1,0,6,0
C00579,66,228.36,6,273.4,0,6,0,0,6,0
C00580,33,301.47,2,87.1,2,6,0,0,4,0
C00581,28,95.25,3,241.7,3,1,0,1,2,1
C00582,45,62.91,3,294.5,4,12,1,1,10,0
C00583,41,159.9,4,219.8,0,24,1,0,5,0
C00584,16,110.22,4,203.2,7,1,1,0,8,1
C00585,65,82.21,5,197.7,5,6,1,0,3,0
C00586,29,284.27,4,138.7,7,24,1,1,3,1
C00587,53,257.74,5,41.8,4,6,0,0,10,0
C00588,67,199.72,1,109.7,0,12,1,1,8,0
C00589,6,103.9,5,238.8,2,36,1,0,3,0
C00590,53,312.59,0,142.2,5,24,0,1,6,0
C00591,1,169.87,4,388.1,4,24,1,1,8,1
C00592,9,118.78,4,177.3,3,6,0,1,10,0
C00593,27,299.08,1,10.4,6,1,0,1,10,0
C00594,63,247.08,0,411.1,6,36,1,1,8,0
C00595,23,201.93,0,124.4,6,24,1,0,8,0
C00596,13,139.66,1,119.1,3,36,0,1,5,0
C00597,59,55.93,3,124.2,3,36,0,1,2,0
C00598,65,267.0,3,224.4,6,36,0,1,2,1
C00599,9,296.71,5,225.0,7,12,1,1,8,0
C00600,50,252.02,1,360.9,3,24,0,0,3,1
C00601,1,186.6,2,286.9,4,1,0,1,1,1
C00602,67,89.31,8,224.3,4,1,0,1,8,0
C00603,2,271.83,1,84.3,5,1,0,0,1,1
C00604,39,106.39,8,298.9,7,6,0,1,9,0
C00605,33,205.8,8,162.5,1,36,1,1,1,0
C00606,48,164.96,4,186.2,4,36,1,0,3,1
C00607,7,288.58,0,287.5,2,1,0,1,3,1
C00608,10,106.96,3,67.3,1,1,1,0,7,0
C00609,70,244.55,3,182.4,6,6,1,0,3,0
C00610,55,318.96,5,403.8,6,12,0,1,1,1
C00611,69,184.49,1,54.7,5,36,0,0,3,0
C00612,43,116.44,6,82.3,5,1,0,0,9,0
C00613,65,295.37,7,170.2,1,12,1,1,10,0
C00614,9,117.14,4,289.9,2,36,0,0,1,1
C00615,52,77.0,4,151.3,7,1,1,1,10,0
C00616,25,108.28,8,274.1,4,24,1,1,8,0
C00617,31,271.32,6,393.6,3,12,0,1,2,0
C00618,55,179.99,0,281.7,6,12,1,0,8,0
C00619,5,56.55,6,409.1,5,1,1,0,5,1
C00620,54,90.7,7,178.6,6,36,0,1,8,0
C00621,71,71.85,2,203.0,7,24,1,0,8,0
C00622,43,236.72,8,152.5,7,12,1,0,9,1
C00623,32,112.75,2,255.2,3,6,0,1,1,0
C00624,68,285.88,3,377.7,7,6,1,0,5,1
C00625,22,60.4,6,189.6,5,1,0,0,2,1
C00626,57,120.13,2,276.0,7,12,1,1,8,0
C00627,68,124.89,6,398.6,7,6,0,0,9,1
C00628,56,49.56,8,354.5,6,1,0,0,6,0
C00629,29,101.6,8,168.0,5,24,1,0,7,1
C00630,40,233.07,4,9.9,0,36,1,0,9,0
C00631,15,201.1,3,63.4,2,36,0,1,5,0
C00632,9,226.26,4,390.1,6,36,1,1,2,1
C00633,30,267.46,5,364.2,1,24,0,0,4,0
C00634,71,252.09,8,56.4,0,6,0,0,10,0
C00635,67,76.77,8,313.4,1,12,0,1,8,0
C00636,27,65.3,7,7.7,5,36,1,0,6,0
C00637,70,57.45,0,277.0,1,12,0,1,2,0
C00638,38,298.18,1,65.7,0,36,0,0,6,0
C00639,60,312.03,0,262.6,1,6,0,0,8,0
C00640,23,267.81,4,292.0,5,24,0,1,7,0
C00641,51,226.35,1,156.8,2,36,1,1,8,0
C00642,28,176.52,6,139.9,1,1,0,0,8,0
C00643,44,143.07,3,307.1,0,1,0,1,9,0
C00644,1,271.51,1,339.9,4,36,0,0,2,1
C00645,11,162.82,2,165.1,2,24,1,1,7,0
C00646,43,151.89,8,117.5,5,36,0,1,6,0
C00647,71,105.19,0,180.2,3,1,0,0,6,0
C00648,62,133.71,3,297.3,3,1,0,0,8,1
C00649,37,191.54,5,195.0,4,6,1,0,2,1
C00650,28,69.69,6,399.8,1,12,1,0,10,0
C00651,2,253.02,3,262.9,0,1,1,1,5,0
C00652,30,229.78,8,335.5,2,1,1,0,4,1
C00653,52,177.72,2,139.4,3,1,0,0,3,1
C00654,12,97.22,5,127.8,5,24,0,1,1,0
C00655,15,313.3,1,394.4,2,12,1,1,9,0
C00656,17,250.41,6,410.7,1,36,0,0,5,1
C00657,56,233.92,0,72.2,4,12,1,1,4,0
C00658,67,130.69,3,340.0,7,1,1,1,7,0
C00659,40,174.41,7,138.2,7,12,1,0,4,1
C00660,11,256.25,4,102.9,5,6,0,0,7,1
C00661,64,114.09,7,374.7,6,24,1,0,5,0
C00662,42,46.79,4,293.5,4,36,0,0,10,0
C00663,62,102.32,2,301.7,7,12,0,0,5,0
C00664,42,317.3,7,72.2,1,1,1,0,2,1
C00665,25,100.47,0,309.4,6,12,0,0,6,0
C00666,51,155.55,4,201.4,7,36,0,1,10,0
C00667,6,293.54,6,329.8,5,12,1,0,7,1
C00668,6,51.83,3,13.6,1,24,0,0,8,0
C00669,8,284.08,1,10.8,5,1,0,1,5,1
C00670,12,205.57,4,307.9,6,6,1,0,6,0
C00671,71,245.51,7,317.2,4,6,0,1,4,1
C00672,8,65.14,4,217.2,0,24,1,1,2,0
C00673,62,54.87,7,70.4,3,12,0,1,3,0
C00674,47,255.26,2,185.7,4,1,1,0,7,1
C00675,40,268.72,2,166.8,7,12,0,1,1,1
C00676,72,276.53,4,128.0,1,12,0,0,2,0
C00677,33,148.08,5,82.2,5,12,0,1,2,1
C00678,67,237.02,1,231.0,4,12,1,1,6,0
C00679,55,286.98,1,173.5,7,1,0,1,10,0
C00680,66,178.2,6,411.2,6,1,0,0,10,1
C00681,40,220.56,0,109.8,4,24,1,0,5,0
C00682,32,84.71,3,399.7,0,6,0,1,2,0
C00683,64,286.94,4,341.8,3,12,0,0,8,0
C00684,40,154.96,4,116.4,1,12,0,1,3,0
C00685,16,267.77,0,136.9,0,12,1,1,6,0
C00686,37,72.49,1,84.4,6,1,1,0,1,1
C00687,25,251.24,4,314.8,2,36,1,1,4,1
C00688,46,246.2,6,384.2,3,36,0,1,1,1
C00689,71,150.01,4,80.0,1,12,0,0,4,0
C00690,12,56.12,5,40.9,4,24,0,1,9,0
C00691,62,174.68,7,119.3,7,24,0,0,10,0
C00692,27,302.45,8,413.9,7,36,0,0,2,1
C00693,3,248.53,6,223.9,6,24,0,0,2,1
C00694,59,101.89,7,47.3,1,1,0,0,9,0
C00695,58,246.04,3,282.2,0,24,0,1,1,0
C00696,59,134.54,5,338.0,0,12,1,0,5,0
C00697,15,95.95,8,183.0,5,6,0,0,7,1
C00698,56,134.83,3,271.4,3,6,1,0,4,0
C00699,21,193.09,6,73.2,6,36,1,1,10,0
C00700,6,152.76,2,394.5,1,12,1,1,1,0
C00701,34,318.54,8,18.5,7,6,0,1,2,1
C00702,16,204.6,7,368.1,7,12,1,0,4,1
C00703,58,153.39,0,125.7,5,1,1,1,4,0
C00704,66,68.63,6,162.4,2,1,1,1,3,0
C00705,14,104.24,5,122.3,1,12,1,1,5,0
C00706,56,264.35,1,256.5,7,24,1,1,2,0
C00707,18,243.15,8,218.4,2,1,0,0,1,1
C00708,5,224.79,6,95.3,6,24,0,1,5,1
C00709,46,190.7,1,239.7,1,1,1,0,9,0
C00710,61,196.97,6,6.1,6,6,1,0,7,1
C00711,5,48.91,0,348.4,2,6,0,0,8,0
C00712,68,309.92,1,282.5,5,36,1,0,4,0
C00713,31,193.54,2,14.8,5,1,1,1,6,0
C00714,14,92.07,2,113.3,4,1,1,1,8,0
C00715,12,128.1,5,354.2,2,6,1,1,10,0
C00716,15,165.37,4,294.5,1,12,0,0,9,0
C00717,18,284.32,5,213.7,4,12,1,0,7,0
C00718,43,175.26,1,44.8,3,36,0,1,8,0
C00719,47,215.02,0,101.9,4,12,0,0,4,0
C00720,52,156.29,2,73.3,0,6,0,0,5,0
C00721,47,268.04,2,25.8,7,36,0,1,9,1
C00722,16,165.35,3,276.3,2,36,1,1,9,0
C00723,45,307.51,8,175.9,4,36,0,0,8,0
C00724,60,70.06,2,31.7,2,24,1,0,9,0
C00725,22,50.3,1,129.5,7,36,1,1,4,0
C00726,3,265.33,3,335.9,5,36,1,0,5,0
C00727,11,130.26,1,372.7,6,12,1,0,3,0
C00728,50,107.98,0,338.0,4,1,1,1,10,0
C00729,6,230.31,1,80.3,1,24,0,1,8,0
C00730,47,238.96,4,7.5,1,36,0,1,10,0
C00731,33,109.57,6,229.8,6,1,0,1,1,1
C00732,27,56.92,5,299.0,1,6,0,0,7,0
C00733,69,289.0,8,389.3,3,24,1,0,1,0
C00734,55,127.47,1,309.5,3,1,1,0,3,0
C00735,61,94.89,5,336.8,3,1,1,0,5,1
C00736,27,237.07,8,217.8,2,24,1,0,2,1
C00737,63,215.32,5,140.0,6,24,1,1,7,0
C00738,35,55.78,2,417.7,1,6,0,0,8,0
C00739,69,237.58,6,161.8,1,36,1,0,3,0
C00740,59,230.47,5,34.8,1,12,1,0,4,0
C00741,63,196.25,6,358.0,2,24,1,1,9,0
C00742,12,257.54,7,145.3,5,24,1,0,5,1
C00743,36,203.89,8,40.8,4,1,0,0,6,1
C00744,52,146.08,8,175.0,6,24,0,1,4,0
C00745,65,49.6,7,414.5,2,24,0,1,3,1
C00746,32,185.98,5,297.4,5,24,1,1,4,1
C00747,14,114.11,6,39.0,7,36,0,0,6,1
C00748,47,309.88,8,227.3,0,36,0,0,2,1
C00749,55,146.81,7,215.3,3,24,1,0,5,0
C00750,52,196.05,8,380.2,6,6,0,1,7,1
C00751,35,114.9,3,317.0,4,24,0,1,10,0
C00752,72,314.46,4,129.0,6,36,0,1,8,0
C00753,57,216.02,3,99.5,1,12,0,0,7,1
C00754,61,218.77,1,304.8,1,6,0,1,8,0
C00755,64,57.33,8,289.5,0,36,1,0,4,0
C00756,14,86.84,0,181.0,3,24,1,0,2,0
C00757,41,245.8,2,148.7,6,24,0,0,8,0
C00758,4,206.62,5,38.0,7,36,1,1,3,1
C00759,60,299.73,4,81.4,7,6,0,0,4,1
C00760,21,209.26,0,298.8,5,36,1,1,9,0
C00761,8,247.02,0,407.3,5,1,0,1,3,0
C00762,11,147.37,6,322.3,1,1,1,0,6,1
C00763,6,224.41,4,120.6,5,12,1,0,5,1
C00764,60,213.14,4,227.1,5,24,1,0,6,0
C00765,64,165.11,8,44.9,6,24,0,1,6,1
C00766,62,151.81,1,142.8,6,24,1,0,1,1
C00767,45,166.74,2,37.0,7,12,1,0,9,0
C00768,6,232.65,8,413.9,0,6,1,0,10,0
C00769,36,132.78,2,163.7,0,12,1,1,10,0
C00770,46,132.57,4,207.8,2,36,1,1,6,0
C00771,11,82.71,2,22.3,6,1,1,1,2,0
C00772,53,275.57,2,362.0,7,1,0,1,2,1
C00773,41,163.26,4,138.3,2,6,0,1,5,1
C00774,61,270.52,5,213.0,0,36,0,0,9,0
C00775,6,239.14,3,301.7,5,6,1,1,9,0
C00776,49,208.56,8,109.8,7,6,0,1,8,1
C00777,31,114.89,2,198.2,1,24,0,0,7,0
C00778,61,248.72,6,317.2,6,24,0,1,3,0
C00779,56,135.85,6,326.5,4,6,0,0,3,1
C00780,5,149.22,5,396.0,1,12,1,1,9,0
C00781,35,77.97,6,196.9,2,24,1,0,1,1
C00782,4,275.61,6,343.9,4,24,1,1,1,1
C00783,32,241.64,0,56.9,4,6,0,0,5,0
C00784,47,69.76,4,26.0,0,1,1,0,3,0
C00785,44,90.08,7,377.3,7,1,0,0,6,1
C00786,20,305.31,5,122.9,1,6,1,0,6,1
C00787,55,215.44,5,331.3,3,6,0,0,9,0
C00788,20,48.71,2,215.6,0,6,1,0,7,0
C00789,46,64.18,5,296.2,0,36,0,1,5,0
C00790,36,93.82,7,394.2,6,36,0,1,8,0
C00791,11,66.51,2,41.0,4,1,1,1,4,0
C00792,37,205.82,7,363.1,1,24,0,1,8,1
C00793,15,120.51,8,259.2,0,36,1,1,4,0
C00794,62,142.52,6,183.7,3,6,0,0,1,0
C00795,52,120.27,5,215.2,2,36,1,0,7,0
C00796,70,308.34,3,208.9,3,6,1,0,6,0
C00797,14,203.38,6,51.1,0,12,1,0,1,0
C00798,62,298.77,1,102.7,3,1,1,1,2,0
C00799,34,241.06,4,148.6,0,1,1,0,8,0
C00800,53,68.16,0,89.6,2,36,1,0,9,0
C00801,29,314.89,5,62.6,1,1,0,1,9,0
C00802,48,124.41,7,346.6,5,1,1,1,1,1
C00803,4,217.19,6,54.4,7,12,1,1,8,1
C00804,22,239.86,2,216.2,5,24,1,1,4,0
C00805,52,101.83,7,96.8,2,1,1,0,7,1
C00806,2,255.49,0,320.1,7,24,1,0,1,1
C00807,50,68.53,1,240.1,1,24,0,1,8,0
C00808,67,95.52,8,58.7,6,1,1,0,9,0
C00809,33,148.4,2,383.5,0,1,1,0,10,0
C00810,9,260.82,2,51.3,7,24,1,0,10,0
C00811,44,133.22,7,67.1,2,6,1,1,3,0
C00812,20,190.24,8,327.9,7,12,0,1,7,1
C00813,40,171.38,8,50.3,3,12,1,0,6,1
C00814,52,312.38,3,143.3,6,6,0,0,4,0
C00815,13,198.06,6,280.7,5,1,0,1,7,1
C00816,60,238.6,8,67.7,0,6,0,1,9,0
C00817,50,260.49,2,316.6,0,36,0,1,5,0
C00818,49,118.36,4,168.2,5,24,0,0,10,0
C00819,25,110.5,1,414.1,7,1,0,0,7,0
C00820,42,82.38,0,340.6,3,24,0,1,7,0
C00821,16,83.72,3,305.6,3,24,0,0,3,1
C00822,22,136.88,6,35.9,2,24,0,1,9,0
C00823,13,315.1,5,57.3,1,24,1,0,4,1
C00824,17,125.44,7,149.5,0,24,1,0,1,1
C00825,60,145.98,5,392.7,4,6,1,0,5,1
C00826,23,276.41,8,34.7,4,6,0,1,5,1
C00827,22,64.66,2,198.6,2,1,0,1,9,0
C00828,5,199.38,5,316.6,7,24,1,0,10,1
C00829,31,311.57,6,142.0,0,36,1,1,3,0
C00830,29,54.32,2,203.2,0,24,0,0,6,0
C00831,37,66.23,8,397.7,5,12,1,0,4,0
C00832,6,45.55,5,73.7,3,36,1,0,9,0
C00833,10,241.38,5,293.6,5,12,1,1,1,1
C00834,65,57.28,6,8.5,4,12,0,0,2,0
C00835,3,230.14,5,250.4,7,1,1,1,1,1
C00836,69,299.32,1,96.5,4,36,1,1,4,0
C00837,16,255.66,7,74.3,7,36,1,0,9,0
C00838,62,51.37,1,185.7,4,36,0,0,8,0
C00839,51,210.23,3,393.4,7,24,0,0,4,1
C00840,42,278.99,1,81.4,3,12,0,0,8,0
C00841,59,159.4,5,166.3,0,1,1,0,2,0
C00842,35,90.12,3,5.6,7,1,0,0,1,1
C00843,5,176.46,8,203.1,3,24,1,1,4,1
C00844,28,287.05,1,77.6,7,6,0,1,7,0
C00845,12,152.48,0,320.7,7,1,1,1,2,1
C00846,38,85.6,7,394.0,1,24,0,0,4,1
C00847,67,184.33,8,330.8,5,36,0,1,5,0
C00848,12,80.9,0,60.7,4,1,0,0,8,0
C00849,32,312.22,5,58.4,1,36,0,0,7,0
C00850,49,60.31,5,209.6,5,1,1,0,8,0
C00851,63,99.86,8,373.5,0,12,1,1,3,0
C00852,65,122.29,2,13.2,2,12,1,1,5,0
C00853,29,139.16,1,371.8,6,12,1,1,9,0
C00854,22,117.98,1,351.8,7,6,1,0,6,0
C00855,3,165.12,8,15.6,1,36,0,0,6,0
C00856,52,218.69,6,332.0,6,24,1,1,8,0
C00857,22,104.26,3,131.0,1,12,1,1,2,0
C00858,60,120.29,2,168.1,4,1,1,0,1,1
C00859,8,179.17,7,62.4,7,24,1,1,1,1
C00860,51,152.49,0,45.2,6,1,1,1,4,0
C00861,61,129.29,2,89.2,3,1,1,0,1,0
C00862,33,110.06,2,190.8,6,12,1,0,1,1
C00863,54,71.67,4,400.6,6,36,1,1,5,0
C00864,33,210.64,3,253.1,2,1,0,1,8,0
C00865,55,314.51,5,373.8,6,1,1,1,4,1
C00866,43,304.4,3,76.0,4,12,1,1,9,0
C00867,32,76.96,6,166.7,7,12,0,0,8,0
C00868,53,292.62,6,110.3,3,12,1,1,10,0
C00869,36,287.33,6,7.2,0,6,1,0,6,1
C00870,19,252.85,7,233.0,5,24,1,1,3,1
C00871,11,167.86,5,191.4,2,12,0,0,4,0
C00872,44,88.22,8,44.8,0,6,0,1,2,0
C00873,64,297.68,1,200.8,2,6,1,1,5,0
C00874,30,283.93,8,369.9,6,36,0,1,6,1
C00875,53,280.05,1,384.9,6,12,0,0,10,1
C00876,58,184.62,8,288.5,0,24,1,0,4,1
C00877,48,158.52,2,239.2,3,6,1,1,2,0
C00878,57,266.37,8,43.8,0,24,0,1,2,0
C00879,5,48.55,4,351.3,4,6,1,0,2,1
C00880,39,139.0,4,231.6,2,1,1,0,10,0
C00881,41,129.17,5,384.8,0,24,0,1,5,0
C00882,55,314.13,3,406.4,0,6,0,0,8,0
C00883,14,278.51,1,78.0,6,24,1,1,4,0
C00884,21,237.17,6,370.3,7,1,1,1,7,1
C00885,49,250.06,5,57.2,3,36,0,1,1,0
C00886,66,264.32,3,340.9,4,24,1,1,1,0
C00887,7,306.25,8,404.1,0,12,1,1,10,0
C00888,13,219.02,6,187.0,6,6,1,1,7,1
C00889,69,76.32,7,128.0,4,6,1,0,9,0
C00890,66,229.4,0,64.0,0,36,0,1,7,0
C00891,11,242.35,1,196.8,4,12,0,1,6,1
C00892,55,74.72,8,45.5,1,6,0,1,5,0
C00893,33,97.65,5,185.1,3,36,1,1,3,0
C00894,43,200.98,8,232.3,2,6,0,0,6,0
C00895,59,59.91,6,8.4,4,12,1,0,5,0
C00896,19,64.04,7,346.3,0,6,1,1,10,0
C00897,71,283.07,4,22.2,1,24,0,0,6,0
C00898,30,111.85,3,91.0,5,12,1,1,6,0
C00899,27,238.46,1,16.4,1,1,1,1,5,0
C00900,70,258.74,4,55.9,6,12,0,1,10,0
C00901,41,201.53,5,144.4,2,24,1,1,2,0
C00902,23,60.17,3,66.5,2,6,0,0,8,0
C00903,28,319.35,0,290.9,0,12,1,1,2,0
C00904,12,83.96,5,296.1,3,6,0,1,8,0
C00905,11,96.09,7,209.3,3,1,0,0,4,1
C00906,17,50.67,8,95.6,2,12,1,1,7,0
C00907,11,88.35,0,323.1,0,24,0,0,1,0
C00908,24,217.82,3,418.7,1,1,0,1,8,1
C00909,52,119.8,2,187.6,2,24,0,0,3,0
C00910,6,91.13,0,293.9,3,12,1,1,8,0
C00911,4,90.35,0,206.9,5,6,0,1,3,0
C00912,5,132.69,0,379.5,2,1,1,1,2,0
C00913,5,228.96,0,363.8,6,36,0,0,6,1
C00914,34,151.63,8,379.9,4,6,1,0,3,1
C00915,56,205.14,3,25.8,5,12,0,0,10,0
C00916,20,307.48,8,274.5,1,6,1,0,9,1
C00917,35,315.67,6,74.8,6,6,0,1,2,1
C00918,42,98.08,5,306.1,1,24,1,1,8,0
C00919,23,174.21,0,199.8,2,6,1,0,1,1
C00920,37,153.97,4,267.0,4,12,1,1,1,1
C00921,39,49.68,7,204.0,5,12,1,0,4,1
C00922,55,56.01,7,229.3,7,24,1,0,8,0
C00923,1,243.86,7,49.5,6,36,1,1,5,1
C00924,50,158.28,8,70.4,5,24,0,1,2,1
C00925,32,167.01,5,69.6,2,12,1,1,1,0
C00926,45,197.84,4,369.1,1,6,0,1,3,1
C00927,21,96.27,3,89.6,7,24,0,0,8,0
C00928,70,189.17,6,350.3,7,12,0,0,8,0
C00929,3,284.53,2,302.4,7,12,1,1,1,1
C00930,25,159.52,8,100.7,6,24,1,0,1,1
C00931,50,148.6,3,50.6,3,24,1,0,1,0
C00932,17,122.19,0,231.0,5,1,1,1,1,1
C00933,45,93.11,1,216.1,0,6,1,1,2,0
C00934,10,212.51,6,333.3,3,36,0,1,6,0
C00935,10,103.33,4,347.5,3,6,0,1,7,0
C00936,32,221.81,5,208.4,2,36,0,0,8,0
C00937,72,266.99,2,400.7,2,24,0,0,9,0
C00938,63,208.76,5,397.3,5,1,1,1,3,1
C00939,8,120.94,2,272.6,0,6,0,1,2,0
C00940,10,176.48,3,135.6,6,6,1,0,9,0
C00941,34,54.8,0,333.7,2,24,0,1,7,0
C00942,38,262.59,5,221.1,5,36,1,0,3,1
C00943,4,257.14,3,264.7,0,12,1,1,1,1
C00944,20,258.56,3,39.1,7,24,1,0,4,1
C00945,51,179.68,1,140.7,6,1,0,1,2,1
C00946,55,317.12,6,109.9,0,36,0,1,1,1
C00947,48,146.28,3,160.1,3,1,1,1,2,0
C00948,4,146.62,7,86.7,7,12,1,1,1,1
C00949,59,165.47,5,388.9,3,6,0,1,4,1
C00950,3,283.5,2,226.7,2,24,1,1,3,0
C00951,58,179.46,4,313.3,7,6,0,1,10,1
C00952,36,192.27,6,214.2,2,1,0,1,4,1
C00953,45,202.01,1,163.4,4,1,0,0,4,1
C00954,57,78.25,1,107.1,4,36,1,1,4,0
C00955,62,151.75,0,370.9,2,6,0,0,3,0
C00956,4,225.88,7,368.2,5,6,0,1,8,0
C00957,51,309.64,2,10.6,2,24,1,0,6,0
C00958,24,238.98,8,409.9,7,1,1,1,10,1
C00959,12,280.5,5,272.2,3,1,1,0,3,1
C00960,10,214.77,7,274.9,5,12,0,0,1,1
C00961,15,319.54,7,151.5,6,24,1,1,3,1
C00962,53,149.92,2,242.8,6,6,0,0,10,0
C00963,21,280.9,0,293.7,5,24,1,0,3,0
C00964,32,130.12,1,340.0,7,12,1,0,9,0
C00965,61,90.69,5,30.2,0,6,0,1,5,0
C00966,31,303.81,8,409.8,0,24,1,0,8,0
C00967,68,63.12,8,116.8,1,36,1,1,8,0
C00968,56,265.5,1,107.8,1,36,0,1,6,0
C00969,65,60.94,1,330.7,5,6,1,1,1,0
C00970,30,313.8,2,62.9,4,1,1,1,3,1
C00971,10,144.87,7,10.9,5,24,1,0,7,0
C00972,40,219.91,7,208.3,1,12,0,0,9,0
C00973,23,190.26,4,43.4,2,1,0,1,4,0
C00974,61,66.13,8,9.9,6,36,0,1,10,0
C00975,21,161.53,7,27.9,4,36,0,1,1,0
C00976,57,112.34,2,71.9,3,1,1,1,10,0
C00977,59,210.97,7,347.0,4,1,0,0,1,1
C00978,28,103.18,4,33.4,2,6,0,0,9,0
C00979,71,117.55,6,293.6,2,12,1,0,10,0
C00980,51,102.72,0,90.9,6,12,0,1,9,0
C00981,64,221.05,8,397.1,3,1,1,0,8,1
C00982,48,201.32,5,22.6,2,6,1,1,10,0
C00983,26,121.7,7,359.7,0,1,1,0,6,1
C00984,37,220.53,1,252.4,2,12,1,0,8,0
C00985,29,211.04,3,223.9,6,24,1,1,8,0
C00986,13,116.69,3,204.3,5,12,1,0,10,0
C00987,18,223.12,0,403.9,0,24,1,0,9,0
C00988,54,259.6,4,355.6,7,1,0,0,7,1
C00989,42,197.46,2,71.2,3,36,1,0,6,0
